Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Windhaven Park Apartments,6201 Windhaven Pkwy,,Plano,TX,75093,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,33.0578006,-96.834564,2026-04-08,204987,2026-04-08 00:52:12 UTC,,,,2021-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50-$5.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIONEER L5 3,775 Hidden Ridge,,Irving,TX,75038,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.880791,-96.956303,2026-04-07,205026,2026-04-07 02:34:25 UTC,,,,2022-01-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EDHICKSIMPORTS STATION 1,3102 S Padre Island Dr,,Corpus Christi,TX,78415,,888-758-4389,E,,Public,Mon: 8:00am-6:15pm; Tue: 8:00am-6:15pm; Wed: 8:00am-6:15pm; Thu: 8:00am-6:15pm; Fri: 8:00am-6:15pm; Sat: 8:45am-6:00pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.729931,-97.413513,2026-04-07,205117,2026-04-07 02:24:02 UTC,,,,2022-01-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,AUSTIN HQ MCKINNEY FALLS,5808 McKinney Falls Pkwy Rock Shelter Interpr,Located in the parking lot at Smith Visitors Center,Austin,TX,78744,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.18076,-97.721997,2026-04-07,205118,2026-04-07 02:24:30 UTC,,,,2022-01-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,SLATE THIRD FLOOR,720 W 26th St,Station located in apartment parking garage,Houston,TX,77008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.80977,-95.411665,2026-04-07,205130,2026-04-07 02:34:36 UTC,,,,2022-01-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,West Love (South Parking),2345 West Mockingbird Lane,,Dallas,TX,75235,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,32.827279,-96.846817,2026-04-08,205427,2026-04-08 00:08:25 UTC,,,,2022-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,West Love (North Parking),2345 West Mockingbird Lane,,Dallas,TX,75235,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,32.827989,-96.847308,2026-04-08,205428,2026-04-08 00:08:24 UTC,,,,2022-01-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,The Lookout,9330 Lookout Pte,,Dallas,TX,75231,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,32.8776147,-96.7327995,2026-04-08,205436,2026-04-08 00:53:29 UTC,,,,2021-10-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50-$5.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Circle K - Tesla Supercharger,12200  FM 969,,Austin,TX,78724,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,30.254827,-97.605118,2024-07-01,205565,2025-02-12 00:16:32 UTC,P,,,2022-01-21,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,COSA AVIATION STATION ST 14,9559 Airport Blvd,Short term parking level 0,San Antonio,TX,78216,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.526366,-98.473175,2026-04-07,205710,2026-04-07 02:35:01 UTC,,,,2022-02-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BOWEN ST2,2000 Westcreek Ln,,Houston,TX,77027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.746492,-95.45556,2026-04-07,205760,2026-04-07 02:35:23 UTC,,,,2022-02-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FREDYKIAEV FREDY GW 2,11711 Gulf Fwy,,Houston,TX,77034,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.629233,-95.226504,2026-04-07,205938,2026-04-07 02:34:01 UTC,,,,2022-02-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,800 CAPITOL ST LEVEL 3 - S1,800 Capitol St,3rd floor by elevator,Houston,TX,77002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.759928,-95.364614,2026-04-07,205941,2026-04-07 02:34:43 UTC,,,,2022-02-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,800 CAPITOL ST LEVEL 3 - S2,800 Capitol St,3rd floor by elevator,Houston,TX,77002,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.75997,-95.364735,2026-04-07,205942,2026-04-07 02:34:43 UTC,,,,2022-02-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,OAP EV CHARGERS OAP #1,1722 Routh St,One Arts Plaza,Dallas,TX,75201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.79232,-96.795444,2026-04-07,205987,2026-04-07 02:23:22 UTC,,,,2022-02-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CC HYUNDAI DC1,6686 S Padre Island Dr,,Corpus Christi,TX,78412,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,27.69911,-97.34954,2026-04-07,206164,2026-04-07 02:35:40 UTC,,,,2022-02-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,KOA CHARGER KIA CHARGER,4701 S Soncy Rd,Station is located in front of service entrance.,Amarillo,TX,79119,,888-758-4389,E,,Public,Mon: 12:00am-11:59pm; Tue: 12:00am-11:59pm; Wed: 12:00am-11:59pm; Thu: 12:00am-11:59pm; Fri: 12:00am-11:59pm; Sat: 12:00am-11:59pm; Sun: 12:00am-11:59pm,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,35.159122,-101.93758,2026-04-07,206327,2026-04-07 02:35:47 UTC,,,,2022-02-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Cue Galatyn Station,2305 Plaza Blvd,,Richardson,TX,75082,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,32.983536,-96.710411,2026-04-08,206401,2026-04-08 00:42:57 UTC,,,,2022-02-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,KERRVILLE PUB NATURE CNTR1,150 Francisco Lemos St,,Kerrville,TX,78028,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.050128,-99.148685,2026-04-07,206849,2026-04-07 02:35:42 UTC,,,,2022-02-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Startz Veterinary,10179 Startz Rd,,Canyon Lake,TX,78133,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,29.841331,-98.274034,2026-04-08,206879,2026-04-08 00:37:55 UTC,,,,2022-02-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,ELM LUXURY STATION 2,2500 River Park Dr,Located in Parking Garage,Fort Worth,TX,76116,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.707794,-97.41269,2026-04-07,206940,2026-04-07 02:29:16 UTC,,,,2022-02-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ELM LUXURY STATION 1,2500 River Park Dr,Located in parking garage,Fort Worth,TX,76116,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.707822,-97.412713,2026-04-07,206941,2026-04-07 02:30:19 UTC,,,,2022-02-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BOWEN ST1,2000 Westcreek Ln,,Houston,TX,77027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.746343,-95.455106,2026-04-07,207156,2026-04-07 02:30:02 UTC,,,,2022-02-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MATTHEW SALES,23005 Katy Fwy,,Katy,TX,77450,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.784166,-95.770392,2026-04-07,207369,2026-04-07 02:37:01 UTC,,,,2022-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,La Quinta Inn & Suites - Grand Prairie,2131 W I-20,,Grand Prairie,TX,75052,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,32.675241,-97.032101,2026-04-08,207424,2026-04-08 00:23:11 UTC,,,,2022-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,PRESTON COMMONS PC STATION,8115 Preston Rd,,Dallas,TX,75225,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.861156,-96.80556,2026-04-07,207490,2026-04-07 02:34:23 UTC,,,,2022-03-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Overlook Exchange Apartments,6455 De Zavala Road,,San Antonio,TX,78249,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,29.560592,-98.615071,2026-04-08,207568,2026-04-08 00:06:46 UTC,,,,2022-03-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,PIE AE KRAMER 01,2526 Kramer Ln,Parking Lot,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.393993,-97.716901,2026-04-07,207575,2026-04-07 02:11:22 UTC,,,,2022-03-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,KOSA STATION 1,3970 Arden Rd,,San Angelo,TX,76901,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,31.448468,-100.494307,2026-04-07,207695,2026-04-07 02:35:57 UTC,,,,2022-03-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CHARGING  A OAK CLIFF GC #2,702 E Jefferson Blvd,Parking Garage Level 3,Dallas,TX,75203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.747481,-96.813679,2026-04-07,207726,2026-04-07 02:25:44 UTC,,,,2022-03-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CHARGING  A OAK CLIFF GC #3,702 E Jefferson Blvd,Parking Garage Level 3,Dallas,TX,75203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.748014,-96.813701,2026-04-07,207727,2026-04-07 02:25:44 UTC,,,,2022-03-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BMW OF TYLER STATION 2,2401 W SW Loop 323,@ BMW of Tyler,Tyler,TX,75701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.304427,-95.330461,2026-04-07,207728,2026-04-07 02:30:31 UTC,,,,2022-03-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,One90 Firewheel,1675 W Campbell Rd,,Garland,TX,75044,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,32.9785585,-96.6543072,2026-04-08,211639,2026-04-08 00:53:45 UTC,,,,2022-02-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25/kWh Energy Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,CHARGING  A G ALLEN GARAGE,601 Commerce St Underground Parking Garage Fl,,Dallas,TX,75202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,32.778336,-96.806816,2026-04-07,211734,2026-04-07 02:14:02 UTC,,,,2022-03-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LAMAR STATION 1 STATION2,Lamar Police Department,,Beaumont,TX,77705,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.043207,-94.075898,2026-04-07,211854,2026-04-07 02:38:10 UTC,,,,2022-03-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Village at Westlake - Tesla Supercharger,701   South Capital of Texas Highway,,West Lake Hills,TX,78746,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,30.289814,-97.827463,2024-07-01,211906,2025-02-12 00:16:32 UTC,P,,,2022-03-12,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Wills Point - Best Western Plus,3135 Goodnight Boulevard,,Wills Point,TX,75169,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,32.7010688,-95.9720687,2026-04-08,211944,2026-04-08 00:53:47 UTC,,,,2020-10-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,AVIATION 4TH FLOOR B,3201a Presidential Blvd,,Austin,TX,78719,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.204692,-97.669723,2026-04-07,212091,2026-04-07 01:44:51 UTC,,,,2022-03-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ARABELLA #1 STATION #1,4521 San Felipe St,3 floor  parking space 26 and 25,Houston,TX,77027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,29.746229,-95.45435,2026-04-07,212603,2026-04-07 02:11:13 UTC,,,,2022-03-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TIFFANY PLAZA TIFFANY PLAZA,1001 S 10th St,,McAllen,TX,78501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.194388,-98.231508,2026-04-07,212624,2026-04-07 02:38:28 UTC,,,,2022-03-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TEXAS HEALTH CP UNIT #2,6124 W Parker Rd,Level 2 Parking Garage (Station #2),Plano,TX,75093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.04442,-96.835278,2026-04-07,212625,2026-04-07 02:38:29 UTC,,,,2022-03-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TEXAS HEALTH CP UNIT #3,6124 W Parker Rd,Physician Parking (Station # 3),Plano,TX,75093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.044373,-96.835331,2026-04-07,212626,2026-04-07 02:38:29 UTC,,,,2022-03-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,TEXAS HEALTH CP UNIT #4,6124 W Parker Rd,Physician Parking (Station #4),Plano,TX,75093,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.044397,-96.835299,2026-04-07,212627,2026-04-07 02:38:30 UTC,,,,2022-03-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE RED GARAGE #3,11505 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.402022,-97.723273,2026-04-07,212682,2026-04-07 01:16:30 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE BLUE GARAGE #7,11811 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.404342,-97.722308,2026-04-07,212683,2026-04-07 01:16:33 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE BLUE GARAGE #4,11811 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.404286,-97.722383,2026-04-07,212684,2026-04-07 01:16:50 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE BLUE GARAGE #1,11811 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.404333,-97.722383,2026-04-07,212685,2026-04-07 01:16:50 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE BLUE GARAGE #3,11811 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.404296,-97.722362,2026-04-07,212686,2026-04-07 01:17:13 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE PURPLE 3,3004 Palm Way,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.403457,-97.720062,2026-04-07,212688,2026-04-07 01:17:29 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE NORDSTROM L2 #3,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.401112,-97.720061,2026-04-07,212689,2026-04-07 01:17:29 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE NORDSTROM L1 #3,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.401158,-97.72004,2026-04-07,212690,2026-04-07 01:17:29 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE NORDSTROM L1 #2,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.40114,-97.719997,2026-04-07,212691,2026-04-07 01:17:30 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE NORDSTROM L2 #2,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.401075,-97.720083,2026-04-07,212692,2026-04-07 01:17:32 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE PURPLE 2,"3004 Palm Way Austin,",,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.403457,-97.720051,2026-04-07,212693,2026-04-07 01:17:45 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE NORDSTROM L1 #1,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.400992,-97.720061,2026-04-07,212694,2026-04-07 01:17:57 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE NORDSTROM L2 #1,11600 Alterra Pkwy,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.400955,-97.720104,2026-04-07,212696,2026-04-07 01:17:57 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,NORTHSIDE BLUE GARAGE #5,11811 Domain Dr,,Austin,TX,78758,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.404277,-97.722415,2026-04-07,212709,2026-04-07 02:33:45 UTC,,,,2022-03-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,H-E-B plus! - Tesla Supercharger,5000  Gattis School Road,,Hutto,TX,78634,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,30.502925,-97.580873,2024-07-01,212751,2025-02-12 00:16:32 UTC,P,,,2022-03-18,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Martinez Lot,317 Martinez Street,,San Antonio,TX,78205,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,29.418199,-98.489047,2026-04-08,213036,2026-04-08 00:37:59 UTC,,,,2022-03-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Three77 park,5601 Golden Triangle Blvd.,,Fort Worth,TX,76244,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,32.9352642,-97.2640662,2026-04-08,213037,2026-04-08 00:53:51 UTC,,,,2022-03-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,301CONGRESS STATION 3,301 Congress Ave,,Austin,TX,78701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.265279,-97.74285,2026-04-07,213057,2026-04-07 02:38:20 UTC,,,,2022-03-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ACC-1 EGN 2,ACC Elgin,,Elgin,TX,78621,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.354028,-97.406706,2026-04-07,213482,2026-04-07 02:38:36 UTC,,,,2022-04-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ACC-1 EGN 1,1501 US-290,,Elgin,TX,78621,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,30.353821,-97.406651,2026-04-07,213488,2026-04-07 02:38:43 UTC,,,,2022-04-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Beach Central Garage,2024 Seawall Blvd.,,Galveston,TX,77550,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,29.291882,-94.787185,2026-04-08,213518,2026-04-08 00:11:56 UTC,,,,2022-04-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
